Baumnummer;Bereich;Haus-Nr;Genauer Standort;Sicherheitserwartung;Benutzer;Campus;St-Du (cm);St-U (cm);Höhe (m);Kronen-DM (m);Pflanzjahr;nächste Kontrolle;Verkehrssicherheit;Sonstiges;Bewertung Wurzeln;Bewertung Stamm;Bewertung Krone;Art deutsch;Art botanisch;Kronenform;Vitalität;Physiologie;GUID_Baum;Baumfläche;RW;HW;Kontrolldatum;Symptome Wurzeln;Symptome Stamm;Symptome Krone;Maßnahme
23;CO;70.01;SW;1-höher;R.Kastner;Ost;76;239;17;16;1970;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;cca9f458-1f94-4e4a-9428-3bc1f8329bf2;;3458539,511;5431657,329;07.11.2017;;;01-Verletzung, 04-Riss/Rippe;b08-Einkürzung von Kronenteilen (3-wichtig) (Unglücksbalkenn SW, Stämmling mind 10% entlasten )
23;01;;;1-höher;SVBüro-Strasser;Nord;45;141;26;6;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;5-abgestorben;2-Erwachsener Baum;ad8dcf50-7654-4d18-8f39-69d5b069a246;1.006;3458177,72262062;5439648,68947163;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
23;00;;Sammelpunkt IMVT;1-höher;SVBüro-Strasser;Nord;32;101;12;6;1975;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;1-leichte Schäden;Gem. Rosskastanie;Aesculus hippocastanum;1-normal;2-geschwächt;2-Erwachsener Baum;a5b2b1dc-23c8-4e44-a061-be1ebdd7891c;;3458566,98912587;5440228,63947586;06.06.2018;;01-Verletzung;01-Verletzung;
24;CO;70.01;SW;1-höher;R.Kastner;Ost;142;446;19;17;1900;2018-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;3-Altbaum;81e03d4d-e9d9-4051-945f-cf7e95942c29;;3458574,226;5431644,841;08.11.2017;;;11-Astab-/ausbruch, 03-Pilzbefall, 01-Verletzung;b03-Kronenpflege (3-wichtig) (verletzte Äste südlich entlasten z. T. einkürzen)
24;01;;;1-höher;SVBüro-Strasser;Nord;40;126;28;8;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;5-abgestorben;2-Erwachsener Baum;023c7e01-08b5-468c-a1eb-78dcb93470e0;1.006;3458189,17862007;5439671,26179147;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
24;00;;Sammelpunkt IMVT;1-höher;SVBüro-Strasser;Nord;47;148;16;9;1975;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;1-leichte Schäden;Gem. Rosskastanie;Aesculus hippocastanum;1-normal;1-vital;2-Erwachsener Baum;ffd37160-baf7-4ab4-b367-9ed07bf91f1b;;3458569,36112588;5440237,11847587;06.06.2018;01-Verletzung;02-Höhlung;01-Verletzung;
25;00;;Turm;1-höher;SVBüro-Strasser;Nord;22;69;12;6;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rot-Fichte;Picea abies;1-normal;1-vital;2-Erwachsener Baum;6ac53213-9c29-4f6e-9121-d520f695d4d3;;3458577,07612588;5440280,8414759;04.06.2018;;;;
25;CO;70.02;SW;2-normal;R.Kastner;Ost;110;346;19;17;1900;2018-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;2-deutliche Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;3-Altbaum;4ca4edfb-67bf-4d8f-9162-7dde8e5df461;;3458568,432;5431661,525;08.11.2017;;01-Verletzung;01-Verletzung, 11-Astab-/ausbruch;b03-Kronenpflege (4-wünschenswert) (vverlezte Ast i. d. Krone, entlasten)
25;01;;;1-höher;SVBüro-Strasser;Nord;30;94;25;6;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;5-abgestorben;2-Erwachsener Baum;d0b590a9-e614-4562-8119-db5fe9b1791f;1.006;3458190,92711496;5439681,24314234;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
26;01;;;1-höher;SVBüro-Strasser;Nord;35;110;26;6;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;5-abgestorben;2-Erwachsener Baum;abb25fe2-aa8a-46a1-b1d3-e08425fd9dae;1.006;3458212,84470313;5439789,20192423;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
26;00;;Turm;2-normal;SVBüro-Strasser;Nord;91;286;26;18;1950;2019-03;3-wiederherstellbar;;1-leichte Schäden;1-leichte Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;3-ausladend;1-vital;3-Altbaum;60a2eef6-b56b-4af3-a6da-ba7ea93497c6;;3458580,55312589;5440282,8634759;04.06.2018;01-Verletzung;05-V-Vergabelung;11-Astab-/ausbruch, 01-Verletzung, 07-Totholz;b06-Totholzbeseitigung (3-wichtig)
26;CO;70.02;SW;1-höher;R.Kastner;Ost;68;214;16;15;1950;2019-02;1-verkehrssicher;freigestellt;0-keine Schäden;1-leichte Schäden;2-deutliche Schäden;Trauben-Eiche;Quercus petraea;2-einseitig;2-geschwächt;2-Erwachsener Baum;50ae885f-2495-4f6e-aa26-a2190358ce32;;3458589,461;5431669,017;08.11.2017;;11-Stamm- Stockaustriebe;01-Verletzung, 11-Astab-/ausbruch;
27;01;;;1-höher;SVBüro-Strasser;Nord;35;110;26;8;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;4-abgängig;2-Erwachsener Baum;4e42456c-6512-4a63-9a81-8de347859c7a;1.006;3458184,79446462;5439794,85789046;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgängig)
27;CO;70.02;SW;1-höher;R.Kastner;Ost;58;182;17;11;1950;2019-02;1-verkehrssicher;freigestellt ;0-keine Schäden;2-deutliche Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;2-einseitig;2-geschwächt;2-Erwachsener Baum;0ba48323-54ff-42e0-92df-4ddaf8eee48a;;3458594,256;5431674,062;08.11.2017;;01-Verletzung, 11-Stamm- Stockaustriebe;01-Verletzung;
27;00;;Turm;1-höher;SVBüro-Strasser;Nord;51;160;20;13;1960;2019-03;1-verkehrssicher;;1-leichte Schäden;2-deutliche Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;98f00afa-4f8f-46e9-8c89-a63a9ecd7a81;;3458577,72212588;5440288,68547589;04.06.2018;01-Verletzung;04-Riss/Rippe;01-Verletzung;
28;00;;Turm;2-normal;SVBüro-Strasser;Nord;34;107;17;10;1980;2019-03;1-verkehrssicher;bedrängt;2-deutliche Schäden;0-keine Schäden;0-keine Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;9daf75e0-8be2-4ae4-bc97-cecb6cb8aa51;;3458584,11012589;5440282,94447589;04.06.2018;01-Verletzung;;;
28;CO;70.02;SW;1-höher;R.Kastner;Ost;75;236;17;16;1950;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;1-normal;1-vital;2-Erwachsener Baum;5c3a2569-141d-491a-99ab-a038b191915d;;3458617,385;5431703,216;08.11.2017;;;01-Verletzung;
28;01;;;1-höher;SVBüro-Strasser;Nord;30;94;26;8;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;4-abgängig;2-Erwachsener Baum;66e33836-62cf-42ae-81be-8f6bfd1939f9;1.006;3458152,66534946;5439790,99794796;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgängig)
29;00;;Turm;2-normal;SVBüro-Strasser;Nord;60;188;20;13;1970;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;8f2a89db-d09b-4012-8ba4-b8af62196ea5;;3458591,4691259;5440282,37847589;04.06.2018;01-Verletzung;05-V-Vergabelung;;
29;CO;70.02;SW;2-normal;R.Kastner;Ost;79;248;17;16;1950;2019-02;1-verkehrssicher;;3-erhebliche Schäden;1-leichte Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;2-einseitig;1-vital;2-Erwachsener Baum;77b8391e-5efa-4e46-a0a6-47a92ed62a4d;;3458618,644;5431702,94;08.11.2017;;11-Stamm- Stockaustriebe;01-Verletzung;
29;01;;;1-höher;SVBüro-Strasser;Nord;30;94;27;8;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;a766dc86-8d33-4d73-84e6-cae4150f3f7c;1.006;3458154,93692862;5439796,80002381;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgängig)
30;CO;70.02;SW;2-normal;R.Kastner;Ost;40;126;17;15;1975;2019-02;1-verkehrssicher;3_stämmig;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Rot-Eiche;Quercus rubra;1-normal;2-geschwächt;2-Erwachsener Baum;d9483432-774c-47a7-a58b-22e4e7c083e2;;3458613,846;5431719,969;08.11.2017;;05-V-Vergabelung;;b03-Kronenpflege (4-wünschenswert) (Gebäude freischneiden, auf Grund d. V-Vergab. mittelfristig KS)
30;01;;;1-höher;SVBüro-Strasser;Nord;45;141;27;8;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;c6034954-d958-45be-817c-2ba8f42264ae;1.006;3458134,12958022;5439805,9911364;14.06.2018;;;;b12-Fällung (3-wichtig) (abgängig, vmtl. Wurzelfäule durch Bodenauftrag), Sonstiges (s. Bem.) (3-wichtig) (Bodenauftrag an nebenstehender Sylvestris beseitigen)
30;00;;Turm;1-höher;SVBüro-Strasser;Nord;57;179;22;18;1960;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;3-ausladend;1-vital;2-Erwachsener Baum;f0f34ba4-0884-4203-bb8f-8da36eff117c;;3458598,2151259;5440292,1854759;06.06.2018;01-Verletzung;;01-Verletzung;
31;01;;;1-höher;SVBüro-Strasser;Nord;35;110;25;7;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;5-abgestorben;2-Erwachsener Baum;bfccf8ef-0b5d-4308-883e-868ea9683d97;1.006;3458135,21156164;5439714,78179198;14.06.2018;;;;b12-Fällung (3-wichtig) (Abgestorben)
31;CO;70.30;NO;1-höher;R.Kastner;Ost;57;179;17;10;1960;2019-02;1-verkehrssicher;Krankenpflege unsachgemäß ;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Trauben-Eiche;Quercus petraea;1-normal;1-vital;2-Erwachsener Baum;69f5b72d-6858-42e9-92f5-88af3776029a;;3458630,244;5431719,656;08.11.2017;;01-Verletzung, 11-Stamm- Stockaustriebe;01-Verletzung;
31;00;;Turm;2-normal;SVBüro-Strasser;Nord;49;154;19;18;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;3-ausladend;1-vital;2-Erwachsener Baum;23dc0119-03cf-4c70-afd9-46d6f828549d;;3458596,6971259;5440298,3464759;06.06.2018;;;01-Verletzung;
32;00;;Turm;2-normal;SVBüro-Strasser;Nord;23;72;13;9;1995;2019-03;1-verkehrssicher;;1-leichte Schäden;3-erhebliche Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;4-Schadbaum;1edbea95-3af9-4884-b938-4a61b2536b1b;;3458587,43412589;5440291,7874759;06.06.2018;04-Bodenverdichtung;02-Höhlung;;b12-Fällung (4-wünschenswert) (langfristiger Erhalt durch erhebliche Höhlung und beginnende Stockfäule nicht sinnvoll )
32;CO;70.30;NO;1-höher;R.Kastner;Ost;48;151;15;9;1960;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;1-normal;2-geschwächt;2-Erwachsener Baum;452f8084-171d-4108-94c0-b0740c135a5c;;3458632,164;5431724,114;08.11.2017;;;01-Verletzung;
32;01;;;1-höher;SVBüro-Strasser;Nord;40;126;28;7;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;4-abgängig;2-Erwachsener Baum;36748623-8193-49f9-bbe8-62d3f76b3a49;1.006;3458143,32095318;5439711,28512178;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgängig)
33;CO;70.30;NO;2-normal;R.Kastner;Ost;32;101;11;8;1975;2019-02;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;1-leichte Schäden;Hainbuche;Carpinus betulus;2-einseitig;1-vital;2-Erwachsener Baum;2ffeee75-e9dc-426f-843a-f67a85709b84;;3458632,783;5431729,688;08.11.2017;;01-Verletzung;01-Verletzung;
33;00;;Turm;1-höher;SVBüro-Strasser;Nord;44;138;25;9;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Douglasie;Pseudotsuga;1-normal;1-vital;2-Erwachsener Baum;cf2ee7af-f210-48ea-8fb7-005ebbf5dbb5;;3458586,93412589;5440298,66247591;06.06.2018;;;;
33;01;;;1-höher;SVBüro-Strasser;Nord;45;141;27;10;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;952d4b25-3143-488f-b216-b78f50e80562;1.006;3458146,83886119;5439710,16987163;14.06.2018;;;;b12-Fällung (3-wichtig) (Erheblicher Schrägstand und Bodenaufwölbung)
34;01;;;1-höher;SVBüro-Strasser;Nord;30;94;20;9;1970;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;9a8e12af-f8c3-4388-bd17-ea73beed9baa;1.006;3458163,62557057;5439703,45713472;14.06.2018;;;;b12-Fällung (3-wichtig) (Instabiler Kronenaufbau)
34;CO;70.30;NO;1-höher;R.Kastner;Ost;68;214;17;15;1960;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Trauben-Eiche;Quercus petraea;2-einseitig;1-vital;2-Erwachsener Baum;7fdc4a40-0bb3-4641-aff8-c8158d2dbade;;3458638,295;5431733,527;08.11.2017;;;01-Verletzung;b03-Kronenpflege (4-wünschenswert)
34;00;;Turm;1-höher;SVBüro-Strasser;Nord;69;217;18;16;1960;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Weymouths-Kiefer;Pinus strobus;3-ausladend;1-vital;2-Erwachsener Baum;fde5cbe2-3db0-425a-9512-3b695aacfdf2;;3458580,55812588;5440303,60147591;06.06.2018;;;;
35;01;;;1-höher;SVBüro-Strasser;Nord;25;79;13;9;1970;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;df974552-5959-48e6-a5f0-bd5c4181f70e;1.006;3458165,90898169;5439703,09964098;14.06.2018;;;;b12-Fällung (3-wichtig) (Instabiler Kronenaufbau durch ehemaligen Wipfelbruch)
35;CO;70.30;NO;1-höher;R.Kastner;Ost;62;195;18;13;1960;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Trauben-Eiche;Quercus petraea;1-normal;1-vital;2-Erwachsener Baum;88a0b460-e0cd-4e4d-87d4-68c582b4ca09;;3458642,072;5431740,339;08.11.2017;;;01-Verletzung;
35;00;;Turm;1-höher;SVBüro-Strasser;Nord;47;148;15;15;1975;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;3-ausladend;1-vital;2-Erwachsener Baum;8caf56ae-525b-419e-8322-e39c380ff502;;3458588,24412589;5440343,43447593;06.06.2018;01-Verletzung;;01-Verletzung, 11-Astab-/ausbruch;b03-Kronenpflege (4-wünschenswert)
36;01;;;1-höher;SVBüro-Strasser;Nord;35;110;25;7;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;8ccebdb1-2dc7-4f00-ac35-9e81d8c3b600;1.006;3458175,73483264;5439674,50318856;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
36;CO;70.30;NO;2-normal;R.Kastner;Ost;40;126;15;7;1975;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Trauben-Eiche;Quercus petraea;1-normal;2-geschwächt;2-Erwachsener Baum;924fedaa-dd7a-4987-802a-a8fdd1f447a6;;3458644,673;5431742,507;08.11.2017;;;;
36;00;;Turm;1-höher;SVBüro-Strasser;Nord;41;129;16;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Weymouths-Kiefer;Pinus strobus;1-normal;1-vital;2-Erwachsener Baum;3d7c4a0d-338a-4d49-9258-abca85b03569;;3458600,6771259;5440341,39547593;06.06.2018;;01-Verletzung;;
37;00;;Turm;1-höher;SVBüro-Strasser;Nord;38;119;17;7;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rot-Fichte;Picea abies;1-normal;1-vital;2-Erwachsener Baum;995790df-ec88-4fb8-9605-988894baa220;;3458609,26812591;5440339,38047593;06.06.2018;;;;
37;01;;;1-höher;SVBüro-Strasser;Nord;35;110;25;7;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;5-abgestorben;2-Erwachsener Baum;d32291a9-240b-41cf-8448-d54fa7a11d0d;1.006;3458178,16333956;5439672,10778342;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
37;CO;70.30;NO;1-höher;R.Kastner;Ost;57;179;17;9;1965;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rot-Eiche;Quercus rubra;1-normal;1-vital;2-Erwachsener Baum;f51520d0-7dab-4e39-83e0-d0095dfb33f9;;3458649,813;5431748,699;08.11.2017;;;01-Verletzung;
38;01;;;1-höher;SVBüro-Strasser;Nord;30;94;26;6;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;f45cb4c8-9ca8-4637-a0f3-8392604a1701;1.006;3458175,34065407;5439662,12101195;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
38;CO;70.30;NO;1-höher;R.Kastner;Ost;77;242;19;15;1940;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Trauben-Eiche;Quercus petraea;1-normal;1-vital;2-Erwachsener Baum;e4a1b15b-6000-4021-9778-c71bed342312;;3458657,43;5431756,44;08.11.2017;;;01-Verletzung;
38;00;;Turm;1-höher;SVBüro-Strasser;Nord;29;91;17;7;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;77f7bb5a-9ae3-4a8f-aed9-8e18a5915bdf;;3458609,99612591;5440345,52647593;06.06.2018;;;;
39;00;;Turm;1-höher;SVBüro-Strasser;Nord;53;167;17;11;1970;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Sommer-Linde;Tilia platyphyllos;1-normal;1-vital;2-Erwachsener Baum;3edadac0-d95d-4b0a-831f-985b60da707f;;3458612,00112592;5440349,41947593;06.06.2018;01-Verletzung;;01-Verletzung;
39;01;;;1-höher;SVBüro-Strasser;Nord;35;110;28;8;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;5-abgestorben;2-Erwachsener Baum;3480f0aa-3dbd-4791-b5b1-8c73178fd0b4;1.006;3458178,10228815;5439661,12861836;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
39;CO;70.30;NO;1-höher;R.Kastner;Ost;57;179;19;15;1950;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Trauben-Eiche;Quercus petraea;2-einseitig;1-vital;2-Erwachsener Baum;280d0690-f6d3-4257-a1de-e8cbad359f3d;;3458660,093;5431759,722;08.11.2017;;;;
40;01;;;1-höher;SVBüro-Strasser;Nord;25;79;28;8;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;4-abgängig;2-Erwachsener Baum;2a4c6260-0713-46e1-b7b8-0f34c52f067d;1.006;3458169,45190803;5439654,20969418;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgängig, bedrängt nebenstehende Eiche)
40;00;;Turm;1-höher;SVBüro-Strasser;Nord;43;135;16;12;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;1-vital;2-Erwachsener Baum;3168dfca-be9e-4949-a7f6-a10d46346c35;;3458593,9641259;5440352,55647593;06.06.2018;;;01-Verletzung;
40;CO;70.30;NO;1-höher;R.Kastner;Ost;33;104;13;8;1975;2019-02;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Trauben-Eiche;Quercus petraea;2-einseitig;2-geschwächt;2-Erwachsener Baum;b6e38889-5b34-4807-a227-9adfaf81bb22;;3458661,827;5431763,624;08.11.2017;;09-Schrägstand;01-Verletzung;
41;CO;70.30;NO;2-normal;R.Kastner;Ost;42;132;15;8;1975;2019-02;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Rot-Eiche;Quercus rubra;1-normal;1-vital;2-Erwachsener Baum;adcc2518-1e35-409d-8a0f-99afc88af810;;3458664,242;5431764,676;08.11.2017;;01-Verletzung;;
41;00;;Turm;1-höher;SVBüro-Strasser;Nord;50;157;25;8;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rot-Fichte;Picea abies;1-normal;1-vital;2-Erwachsener Baum;9c80c9d1-fbec-4e49-8261-292781cbddb1;;3458593,5551259;5440367,64047594;06.06.2018;;;;
41;02;;;1-höher;SVBüro-Strasser;Nord;30;94;21;9;1980;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Eiche;Quercus;1-normal;5-abgestorben;2-Erwachsener Baum;15187545-0654-41cb-9b5c-fb23be5f3441;2.001;3458324,89435847;5439394,04334496;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
42;02;;;1-höher;SVBüro-Strasser;Nord;45;141;25;11;1960;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;6d735fab-b658-468c-beb3-a531219c3ea9;2.001;3458509,04243866;5439380,93473456;14.06.2018;;;;b12-Fällung (3-wichtig) (Erhebliche Stammverletzung (vmtl. mutwillige Ringelung), langfristig nicht zu erhalten)
42;CO;70.30;NO;2-normal;R.Kastner;Ost;60;188;18;13;1965;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Rot-Eiche;Quercus rubra;2-einseitig;2-geschwächt;2-Erwachsener Baum;e8e42e4c-f8c9-41e7-b195-1e785e024d18;;3458684,658;5431791,917;08.11.2017;;;01-Verletzung;
42;00;;Turm;2-normal;SVBüro-Strasser;Nord;41;129;20;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rot-Fichte;Picea abies;1-normal;1-vital;2-Erwachsener Baum;ec2d3c99-0699-44aa-993f-1e2cda448f48;;3458596,7591259;5440376,14147595;06.06.2018;;;;
43;02;;;1-höher;SVBüro-Strasser;Nord;60;188;27;14;1960;2019-03;2-zweifelhaft;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;4-Schadbaum;9b5eb866-9f77-4b20-b556-9c5cfe7ed061;2.001;3458419,72551398;5439403,50204044;14.06.2018;;;;b16-Sonstiges (s. Bem.) (2-dringend) (mögliche Bauschäden abklären, Bodenauftrag beseitigen)
43;CO;70.30;NO;1-höher;R.Kastner;Ost;49;154;18;9;1965;2019-02;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;2-einseitig;2-geschwächt;2-Erwachsener Baum;dbabee38-f8f2-40b9-ad42-851615cd9fc5;;3458686,037;5431793,756;08.11.2017;;;01-Verletzung;
43;00;;Turm;2-normal;SVBüro-Strasser;Nord;23;72;18;10;1990;2019-03;1-verkehrssicher;bedrängt;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rot-Fichte;Picea abies;1-normal;2-geschwächt;2-Erwachsener Baum;122224d4-d340-4ec1-8738-c4440145b854;;3458600,8791259;5440371,30247595;06.06.2018;;;05-V-Vergabelung, 12-ungünst. Kronenaufbau;
44;02;;;1-höher;SVBüro-Strasser;Nord;35;110;19;9;1970;2019-03;4-nicht verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Eiche;Quercus;1-normal;5-abgestorben;2-Erwachsener Baum;16a1ecf2-b097-4d31-81d4-522a908ff6c9;2.001;3458370,72705476;5439405,20164062;14.06.2018;;;;b12-Fällung (3-wichtig) (Baum abgestorben)
44;CO;70.30;NO;1-höher;R.Kastner;Ost;69;217;18;15;1965;2019-02;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;2-deutliche Schäden;Rot-Eiche;Quercus rubra;1-normal;2-geschwächt;2-Erwachsener Baum;04df1d9b-b89e-4e99-b95c-d84f3de40cf2;;3458687,708;5431796,012;08.11.2017;01-Verletzung;01-Verletzung;01-Verletzung, 07-Totholz;b06-Totholzbeseitigung (3-wichtig) (Totholz über Fahrradweg)
